Number,Title,Color,Fit Type,Waist Line,Length,Fabric,Pattern,Sleeve Type,Neckline,Chest Pad,Lining,Pocket,Occasion,Clothing Detail,Pant Leg Style,Image URL,Product URL
75,Round Neck Contrasting Stripe Knitted Crop Top,Green ,Regular,,Crop,90% Acrylic 10% Polyester,Stripes,,Round Neckline,,,,School Daily Casual Coffee Shop,,,https://img1.shopcider.com/product/1698405416000-nM2dQ2.jpg,https://www.shopcider.com/goods/round-neck-contrasting-stripe-knitted-crop-top-103239331?style_id=1159884&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=103239331&shopPage=11&shopIndex=178&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B178&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=179&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNjk4NDA1NDE2MDAwLW5NMmRRMi5qcGciLCJzcHUiOjEwMzIzOTMzMSwic3B1Q29kZSI6IkNEMjAyMzA4MjQzNzE2ODNLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0NzMyOS1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzU1NzI5ZjEtN2UzNS00OTIzLWFjODktNDYyMTgyZGViZjNmIn0%3D&activityId=10282&activity_id=10282
76,Knit Wool-blend Striped Round Neckline Bell Sleeve Crop Top,multicolor,Regular,,Crop,50% Polyamide 21% Polyester 17% Acrylic 12% Wool,Stripes,,Round Neckline,,,,Daily Casual,,,https://img1.shopcider.com/product/1756465260000-bfMEjM.jpg,https://www.shopcider.com/goods/knit-wool-blend-striped-round-neckline-bell-sleeve-crop-top-114863482?style_id=2197431&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114863482&shopPage=11&shopIndex=181&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B181&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=182&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoyNy45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzU2NDY1MjYwMDAwLWJmTUVqTS5qcGciLCJzcHUiOjExNDg2MzQ4Miwic3B1Q29kZSI6IkNEMjAyNTA3MDg2MjgzNTRLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0NzMyOS1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzU1NzI5ZjEtN2UzNS00OTIzLWFjODktNDYyMTgyZGViZjNmIn0%3D&activityId=10282&activity_id=10282
77,Knit V-neck Solid Rib Sweater,Green ,Regular,,Regular,45% Acrylic 28% Polyester 27% nylon,Solid,,V-neck,,,,School Daily Casual,,,https://img1.shopcider.com/product/1723027308000-37EWn5.jpg,https://www.shopcider.com/goods/v-neck-solid-knitted-long-sleeve-top-112155261?style_id=2027755&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=112155261&shopPage=11&shopIndex=185&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B185&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=186&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNC45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzUxOTU1OTA0MDAwLUppallmZC5qcGciLCJzcHUiOjExMjE1NTI2MSwic3B1Q29kZSI6IkNEMjAyNDA3MDU1MDczNDNLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0NzMyOS1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzU1NzI5ZjEtN2UzNS00OTIzLWFjODktNDYyMTgyZGViZjNmIn0%3D&activityId=10282&activity_id=10282
78,Knit Asymmetrical Neck Split Cardigan,Gray,Oversized,,,100% Polyester,Solid,,Asymmetrical Neck,,,,Daily Casual,Split,,https://img1.shopcider.com/product/1729057447000-DQ8YTf.jpg,https://www.shopcider.com/goods/knit-asymmetrical-neck-split-cardigan-with-shrug-113982979?style_id=2065627&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=113982979&shopPage=11&shopIndex=186&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B186&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=187&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0Ny45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzI5MDU3NDQ3MDAwLURROFlUZi5qcGciLCJzcHUiOjExMzk4Mjk3OSwic3B1Q29kZSI6IkNEMjAyNDEwMDg1NjE2OTFDRyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0NzMyOS1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzU1NzI5ZjEtN2UzNS00OTIzLWFjODktNDYyMTgyZGViZjNmIn0%3D&activityId=10282&activity_id=10282
79,Solid Turtleneck Sweater,White,Regular,,Regular,39.44% viscose 38.4% Polyester 22.16% nylon,Solid,,High Neck,,,,School Daily Casual,,,https://img1.shopcider.com/product/1666875057000-6sprBx.jpg,https://www.shopcider.com/goods/solid-turtleneck-sweater-11?style_id=129500&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=1027804&shopPage=11&shopIndex=187&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B187&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=188&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozMi45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNjY2ODc1MDU3MDAwLTZzcHJCeC5qcGciLCJzcHUiOjEwMjc4MDQsInNwdUNvZGUiOiJDRDIwMjIxMDEzMTkxOTE1S1MiLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ0NDczMjktcmVjb19yZXJhbmtfZGlzY291bnRfZGl2ZXJzaXR5OmJhc2UtcmVjb19zb3J0X3dlaWdodF9ieV9jbGlja19sZW5faG90X2NvbGxlY3Rpb246LXJlY29fcmFua19kZWVwX2ZtX3AyOmJhc2UzLXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X3VzXzIwMjUwOTA4OmJhc2VfMTEwNy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF9ub3J0aF8yMDI1MDkyMjpiYXNlLWFsbF91c2VyX2V4cDpleHAtY29sbGVjdGlvbklkOjEyOTYyNzpDb250cm9sIiwidHJhY2tpbmdJZCI6ImM1NTcyOWYxLTdlMzUtNDkyMy1hYzg5LTQ2MjE4MmRlYmYzZiJ9&activityId=10282&activity_id=10282
80,Knit Collar Long Sleeve Ruffle Hem Top,Brown,Regular,,Regular,42% Acrylic 30% Polyester 28% Polyamide,,,,,,,Work,Ruffle Hem,,https://img1.shopcider.com/product/1755695074000-eSasnn.jpg,https://www.shopcider.com/goods/knit-collar-long-sleeve-ruffle-hem-top-114843080?style_id=2194321&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114843080&shopPage=11&shopIndex=188&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B188&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=189&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzU1Njk1MDc0MDAwLWVTYXNubi5qcGciLCJzcHUiOjExNDg0MzA4MCwic3B1Q29kZSI6IkNEMjAyNTA3MDE2MjY4ODlLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0NzMyOS1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzU1NzI5ZjEtN2UzNS00OTIzLWFjODktNDYyMTgyZGViZjNmIn0%3D&activityId=10282&activity_id=10282
81,Stand Collar Zebra Stripe Long Sleeve Sweater,Black ,Oversized,,Regular,50% viscose 28% Polyester 22% Polyamide,Abstract,,Mandarin Collar/Stand Collar,,,,School Daily Casual Coffee Shop Work,,,https://img1.shopcider.com/product/1696083453000-pBJmGf.jpg,https://www.shopcider.com/goods/stand-collar-zebra-stripe-long-sleeve-sweater-101965104?style_id=1156595&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=101965104&shopPage=11&shopIndex=190&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B190&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=191&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoyOS45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNjk2MDgzNDUzMDAwLXBCSm1HZi5qcGciLCJzcHUiOjEwMTk2NTEwNCwic3B1Q29kZSI6IkNEMjAyMzA4MzEzNzc4NzVLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0NzMyOS1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzU1NzI5ZjEtN2UzNS00OTIzLWFjODktNDYyMTgyZGViZjNmIn0%3D&activityId=10282&activity_id=10282
82,Knit Round Neckline Floral Sweater,Beige,Regular,,Regular,57% Polyester 26% Acrylic 14% Polyamide 3% Elastane,Floral,,Round Neckline,,,,Daily Casual,,,https://img1.shopcider.com/product/1753326715000-rnRHwm.jpg,https://www.shopcider.com/goods/knit-round-neckline-floral-sweater-114705173?style_id=2173586&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114705173&shopPage=11&shopIndex=192&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B192&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=193&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0Mi45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzUzMzI2NzE1MDAwLXJuUkh3bS5qcGciLCJzcHUiOjExNDcwNTE3Mywic3B1Q29kZSI6IkNEMjAyNTA1MTY2MTcwNzNLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0NzMyOS1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzU1NzI5ZjEtN2UzNS00OTIzLWFjODktNDYyMTgyZGViZjNmIn0%3D&activityId=10282&activity_id=10282
83,Knit Wool-blend Hooded Long Sleeve Drawstring Zip Through Cardigan,Gray,Regular,,,80% Polyester 12% Acrylic 6% Wool 2% Elastane,Solid,,Hooded,,,,Daily Casual,Drawstring Zipper,,https://img1.shopcider.com/product/1757905860000-M74RSb.jpg,https://www.shopcider.com/goods/knit-wool-blend-hooded-long-sleeve-drawstring-zip-through-cardigan-114902514?style_id=2202654&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114902514&shopPage=11&shopIndex=193&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B193&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=194&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNy45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzU3OTA1ODYwMDAwLU03NFJTYi5qcGciLCJzcHUiOjExNDkwMjUxNCwic3B1Q29kZSI6IkNEMjAyNTA2MDY2MjA5NTBDRyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0NzMyOS1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzU1NzI5ZjEtN2UzNS00OTIzLWFjODktNDYyMTgyZGViZjNmIn0%3D&activityId=10282&activity_id=10282
84,Knit Boat Neck Asymmetrical Hem Split Long Sleeve Top,White,Regular,,Long,54% Polyester 20% Polyamide 20% Acrylic 6% Wool,Solid,,Boat Neck,,,,Daily Casual,Asymmetrical Split,,https://img1.shopcider.com/product/1752661073000-bsB4bw.jpg,https://www.shopcider.com/goods/knit-boat-neck-asymmetrical-hem-split-long-sleeve-top-114764756?style_id=2183054&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114764756&shopPage=11&shopIndex=199&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B199&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=200&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoyOS45MCwic2NlbmUiOiJDQVRFR09SWV9DT0xMRUNUSU9OIiwic2tjRmlyc3RJbWciOiIxNzU0MzYxNzcyMDAwLUpKUHBBbi5qcGciLCJzcHUiOjExNDc2NDc1Niwic3B1Q29kZSI6IkNEMjAyNTA1MjA2MTgwNzdLUyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNDQ0NzMyOS1yZWNvX3JlcmFua19kaXNjb3VudF9kaXZlcnNpdHk6YmFzZS1yZWNvX3NvcnRfd2VpZ2h0X2J5X2NsaWNrX2xlbl9ob3RfY29sbGVjdGlvbjotcmVjb19yYW5rX2RlZXBfZm1fcDI6YmFzZTMtcmVjb19yZXJhbmtfbG9jYWxfYm9vc3RfdXNfMjAyNTA5MDg6YmFzZV8xMTA3LXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X25vcnRoXzIwMjUwOTIyOmJhc2UtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI5NjI3OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiYzU1NzI5ZjEtN2UzNS00OTIzLWFjODktNDYyMTgyZGViZjNmIn0%3D&activityId=10282&activity_id=10282
85,Knit Collar Stripe Button Oversized Top,Blue,Oversized,,Long,60% Cotton 40% Acrylic,Stripes,,Collar,,,,Daily Casual,Button Contrasting Binding,,https://img1.shopcider.com/product/1750735717000-f45Msb.jpg,https://www.shopcider.com/goods/cotton-blend-knit-collar-stripe-button-long-sleeve-top-114715117?style_id=2175951&ciderListName=Sweaters&selectSkuIndex=0&moduleTitle=1&p=114715117&shopPage=11&shopIndex=203&navTitle=&navId=&listSource=activity-10282%3Bproduct-waterfall%3B203&listId=129627&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=204&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyOTYyNywibGlzdFRpdGxlIjoiU3dlYXRlcnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJDT0xMRUNUSU9OX09GRkxJTkUsR0VORVJBTF9IT1QiLCJvcmlnaW5hbFByaWNlIjozNy45MCwicHJvZHVjdFByaW1hcnlJbWFnZUZsYWciOnRydWUsInNhbGVQcmljZSI6MTguOTksInNjZW5lIjoiQ0FURUdPUllfQ09MTEVDVElPTiIsInNrY0ZpcnN0SW1nIjoiMTc1MDczNTcxNzAwMC1mNDVNc2IuanBnIiwic3B1IjoxMTQ3MTUxMTcsInNwdUNvZGUiOiJDRDIwMjUwNDEwNjA5ODYwS1MiLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzQ0NDg1NDEtcmVjb19yZXJhbmtfZGlzY291bnRfZGl2ZXJzaXR5OmJhc2UtcmVjb19zb3J0X3dlaWdodF9ieV9jbGlja19sZW5faG90X2NvbGxlY3Rpb246LXJlY29fcmFua19kZWVwX2ZtX3AyOmJhc2UzLXJlY29fcmVyYW5rX2xvY2FsX2Jvb3N0X3VzXzIwMjUwOTA4OmJhc2VfMTEwNy1yZWNvX3JlcmFua19sb2NhbF9ib29zdF9ub3J0aF8yMDI1MDkyMjpiYXNlLWFsbF91c2VyX2V4cDpleHAtY29sbGVjdGlvbklkOjEyOTYyNzpDb250cm9sIiwidHJhY2tpbmdJZCI6IjVlY2M0YmU1LWYyNGItNDg2MC04OWU2LTI0YmI4YmQzMjY3NCJ9&activityId=10282&activity_id=10282
